Date,Open,High,Low,Close,Volume,Currency
2017-09-08,66800.0,67900.0,66500.0,66900.0,743570,VND
2017-09-11,67600.0,67600.0,66900.0,67000.0,484390,VND
2017-09-12,66900.0,67500.0,66900.0,67500.0,647000,VND
2017-09-13,67700.0,69200.0,67500.0,68700.0,2785080,VND
2017-09-14,68700.0,69200.0,68400.0,68400.0,709380,VND
2017-09-15,68300.0,68400.0,67700.0,68300.0,3548190,VND
2017-09-18,68000.0,68000.0,66400.0,66400.0,1266740,VND
2017-09-19,66200.0,66600.0,61900.0,65200.0,1325010,VND
2017-09-20,65200.0,65200.0,63700.0,64000.0,1065660,VND
2017-09-21,63400.0,65000.0,63400.0,64200.0,479010,VND
2017-09-22,64200.0,64800.0,64200.0,64600.0,340680,VND
2017-09-25,64600.0,65100.0,64400.0,64900.0,358140,VND
2017-09-26,65000.0,65300.0,64400.0,64400.0,648770,VND
2017-09-27,64500.0,64800.0,64400.0,64800.0,252960,VND
2017-09-28,64800.0,64800.0,63800.0,63900.0,442750,VND
2017-09-29,63900.0,63900.0,62800.0,63100.0,611130,VND
2017-10-02,62500.0,63100.0,62000.0,62000.0,331260,VND
2017-10-03,61900.0,62700.0,59500.0,60200.0,459660,VND
2017-10-04,60300.0,60700.0,59600.0,60400.0,332820,VND
2017-10-05,60400.0,62400.0,60400.0,61400.0,254450,VND
2017-10-06,61400.0,62300.0,61300.0,61700.0,129560,VND
2017-10-09,61500.0,61500.0,60500.0,61200.0,174990,VND
2017-10-10,61000.0,61800.0,60600.0,61800.0,213840,VND
2017-10-11,62000.0,62000.0,61700.0,61800.0,226180,VND
2017-10-12,61800.0,61800.0,60700.0,60900.0,276780,VND
2017-10-13,60600.0,60900.0,60400.0,60900.0,360640,VND
2017-10-16,60600.0,61200.0,60300.0,60900.0,258220,VND
2017-10-17,60600.0,62000.0,60600.0,62000.0,398400,VND
2017-10-18,62000.0,63300.0,61600.0,62800.0,516960,VND
2017-10-19,62800.0,63500.0,62500.0,63300.0,416860,VND
2017-10-20,63300.0,64000.0,63000.0,63300.0,326490,VND
2017-10-23,62800.0,63000.0,62000.0,62400.0,228920,VND
2017-10-24,62100.0,62900.0,60800.0,62200.0,298110,VND
2017-10-25,62200.0,62300.0,60500.0,62200.0,101350,VND
2017-10-26,62300.0,62300.0,60800.0,62000.0,150610,VND
2017-10-27,62000.0,62600.0,61700.0,62600.0,265120,VND
2017-10-30,63000.0,63200.0,62000.0,62000.0,475770,VND
2017-10-31,62000.0,62000.0,61000.0,61200.0,205440,VND
2017-11-01,61500.0,61500.0,60000.0,60800.0,386030,VND
2017-11-02,60100.0,60800.0,56800.0,56800.0,708070,VND
2017-11-03,56800.0,58000.0,56700.0,57200.0,356150,VND
2017-11-06,57100.0,57300.0,53500.0,54800.0,590070,VND
2017-11-07,53600.0,56900.0,53600.0,56000.0,417220,VND
2017-11-08,55900.0,56900.0,55900.0,56900.0,197170,VND
2017-11-09,56900.0,58400.0,56400.0,58200.0,399080,VND
2017-11-10,58000.0,58200.0,57100.0,58000.0,147190,VND
2017-11-13,57500.0,57500.0,54000.0,55400.0,580360,VND
2017-11-14,55000.0,56000.0,54100.0,55300.0,462250,VND
2017-11-15,55700.0,57500.0,55600.0,56900.0,445550,VND
2017-11-16,56900.0,57500.0,56800.0,57200.0,260240,VND
2017-11-17,57000.0,57000.0,55600.0,55600.0,486410,VND
2017-11-20,56300.0,57600.0,56300.0,57400.0,578810,VND
2017-11-21,57800.0,61400.0,57800.0,60500.0,1242580,VND
2017-11-22,60500.0,62400.0,60000.0,61900.0,536080,VND
2017-11-23,61900.0,62000.0,60400.0,60500.0,569880,VND
2017-11-24,60500.0,60600.0,59100.0,60200.0,485810,VND
2017-11-27,60000.0,61700.0,59500.0,61000.0,599940,VND
2017-11-28,61000.0,61100.0,59800.0,60100.0,387960,VND
2017-11-29,60100.0,62100.0,59600.0,61800.0,1305540,VND
2017-11-30,62000.0,62700.0,61900.0,62000.0,714320,VND
2017-12-01,62000.0,65200.0,62000.0,65200.0,1338940,VND
2017-12-04,65200.0,66400.0,64500.0,66200.0,750070,VND
2017-12-05,66100.0,67900.0,65500.0,66500.0,1170480,VND
2017-12-06,66000.0,67300.0,65000.0,66000.0,710670,VND
2017-12-07,66000.0,66500.0,63900.0,64400.0,661200,VND
2017-12-08,64700.0,66900.0,63600.0,65900.0,533660,VND
2017-12-11,64500.0,65800.0,64400.0,64400.0,306410,VND
2017-12-12,64300.0,65400.0,61000.0,64100.0,778430,VND
2017-12-13,65000.0,65000.0,61900.0,62300.0,649540,VND
2017-12-14,62300.0,64900.0,62000.0,64800.0,370260,VND
2017-12-15,64800.0,65000.0,64100.0,65000.0,340040,VND
2017-12-18,65000.0,66300.0,65000.0,65900.0,428870,VND
2017-12-19,65500.0,67900.0,65300.0,67000.0,1286100,VND
2017-12-20,67500.0,70900.0,67400.0,70000.0,2730440,VND
2017-12-21,69200.0,71000.0,69200.0,69700.0,923560,VND
2017-12-22,69700.0,69700.0,68200.0,69000.0,894560,VND
2017-12-25,69200.0,71900.0,68800.0,71900.0,1751990,VND
2017-12-26,71900.0,73500.0,71900.0,73200.0,1344510,VND
2017-12-27,74000.0,74300.0,72000.0,73200.0,1163520,VND
2017-12-28,73000.0,74500.0,72200.0,74000.0,1381580,VND
2017-12-29,74000.0,76500.0,73000.0,75000.0,1458000,VND
2018-01-02,75200.0,76500.0,73900.0,75000.0,1142760,VND
2018-01-03,75000.0,75800.0,74300.0,75200.0,1096830,VND
2018-01-04,75400.0,78600.0,75400.0,78600.0,1439440,VND
2018-01-05,78300.0,79400.0,77200.0,79000.0,1368060,VND
2018-01-08,78600.0,84300.0,78600.0,84000.0,1164450,VND
2018-01-09,84000.0,85000.0,82500.0,83100.0,1278870,VND
2018-01-10,83100.0,86000.0,83000.0,85000.0,1428940,VND
2018-01-11,84500.0,88800.0,83700.0,88200.0,1057380,VND
2018-01-12,88200.0,91200.0,86000.0,86700.0,1928010,VND
2018-01-15,86700.0,91000.0,86000.0,90500.0,1470780,VND
2018-01-16,90000.0,92700.0,88900.0,91000.0,1556760,VND
2018-01-17,91000.0,92300.0,86200.0,86200.0,1459300,VND
2018-01-18,85000.0,87300.0,82000.0,86800.0,2552170,VND
2018-01-19,87500.0,91900.0,86800.0,91900.0,2791600,VND
2018-01-22,91900.0,94400.0,90000.0,93100.0,1527840,VND
2018-01-25,94200.0,95500.0,92800.0,93100.0,2924920,VND
2018-01-26,93900.0,94200.0,90000.0,93000.0,1662110,VND
2018-01-29,93000.0,93000.0,90600.0,91800.0,1706230,VND
2018-01-30,90000.0,90900.0,86800.0,89500.0,1593930,VND
2018-01-31,88000.0,93000.0,85100.0,88500.0,1946140,VND
2018-02-01,88800.0,90000.0,87800.0,88600.0,723200,VND
2018-02-02,87000.0,88600.0,86400.0,87800.0,992010,VND
2018-02-05,87400.0,87400.0,81700.0,81700.0,1590460,VND
2018-02-06,76000.0,80000.0,76000.0,76000.0,1071710,VND
2018-02-07,80100.0,80200.0,77600.0,79900.0,1566120,VND
2018-02-08,78500.0,79200.0,77000.0,77100.0,459780,VND
2018-02-09,73000.0,74800.0,71800.0,73100.0,770290,VND
2018-02-12,73100.0,77900.0,73100.0,77900.0,750900,VND
2018-02-13,79000.0,79300.0,78000.0,78200.0,546150,VND
2018-02-21,80200.0,80800.0,78700.0,79700.0,803170,VND
2018-02-22,79000.0,79900.0,76000.0,77500.0,622310,VND
2018-02-23,78400.0,82900.0,78200.0,82900.0,2058340,VND
2018-02-26,85000.0,88700.0,85000.0,88500.0,2159560,VND
2018-02-27,89500.0,89500.0,86500.0,87900.0,845450,VND
2018-02-28,86000.0,91000.0,86000.0,89900.0,1820920,VND
2018-03-01,88800.0,89800.0,86100.0,87200.0,1258110,VND
2018-03-02,86000.0,87000.0,85300.0,87000.0,849060,VND
2018-03-05,87500.0,88500.0,83100.0,83100.0,1014150,VND
2018-03-06,84500.0,87000.0,83000.0,86600.0,838820,VND
2018-03-07,86100.0,86600.0,83000.0,83300.0,833790,VND
2018-03-08,83300.0,85200.0,82500.0,85000.0,676110,VND
2018-03-09,85400.0,86000.0,83800.0,84000.0,552480,VND
2018-03-12,85300.0,85300.0,82400.0,82400.0,507620,VND
2018-03-13,82900.0,83300.0,79700.0,81500.0,932770,VND
2018-03-14,81700.0,83000.0,81200.0,81200.0,511470,VND
2018-03-15,81000.0,82000.0,80300.0,81100.0,665400,VND
2018-03-16,81200.0,85100.0,81200.0,83000.0,2039440,VND
2018-03-19,85000.0,86500.0,84500.0,86300.0,1156350,VND
2018-03-20,86000.0,87200.0,85500.0,85500.0,922890,VND
2018-03-21,86200.0,87700.0,85600.0,86900.0,1797680,VND
2018-03-22,88000.0,88800.0,86800.0,86900.0,1293360,VND
2018-03-23,85000.0,86400.0,83900.0,85100.0,1182670,VND
2018-03-26,85100.0,86000.0,83000.0,83000.0,1121370,VND
2018-03-27,83500.0,84000.0,80300.0,82000.0,1269680,VND
2018-03-28,81100.0,83700.0,80600.0,82900.0,500520,VND
2018-03-29,82900.0,83300.0,81600.0,82300.0,374820,VND
2018-03-30,82900.0,83900.0,81500.0,83700.0,501160,VND
2018-04-02,83600.0,85300.0,83300.0,84900.0,770760,VND
2018-04-03,84500.0,85400.0,82900.0,83000.0,778980,VND
2018-04-04,83000.0,83500.0,81900.0,82500.0,937700,VND
2018-04-05,82500.0,83000.0,81200.0,81400.0,532380,VND
2018-04-06,82000.0,83000.0,80800.0,83000.0,891780,VND
2018-04-09,83000.0,84500.0,82800.0,83400.0,761600,VND
2018-04-10,82900.0,83400.0,81300.0,83000.0,557070,VND
2018-04-11,83100.0,83900.0,79000.0,79000.0,1006130,VND
2018-04-12,79000.0,80000.0,77700.0,80000.0,950990,VND
2018-04-13,80000.0,80800.0,75000.0,76500.0,948810,VND
2018-04-16,76500.0,76900.0,75000.0,76700.0,557830,VND
2018-04-17,76700.0,76900.0,73400.0,74000.0,692890,VND
2018-04-18,74000.0,74700.0,70800.0,71800.0,1160450,VND
2018-04-19,71800.0,71800.0,66800.0,66800.0,1255730,VND
2018-04-20,66800.0,69400.0,66000.0,69400.0,733140,VND
2018-04-23,70000.0,71000.0,64600.0,64600.0,683680,VND
2018-04-24,62600.0,64000.0,60100.0,62000.0,1222150,VND
2018-04-26,62900.0,62900.0,57700.0,57700.0,909200,VND
2018-04-27,57700.0,61700.0,57600.0,61700.0,1112190,VND
2018-05-02,63500.0,66000.0,63000.0,66000.0,837650,VND
2018-05-03,66000.0,68500.0,64000.0,66200.0,788130,VND
2018-05-04,66000.0,66200.0,64500.0,65400.0,632690,VND
2018-05-07,65000.0,66900.0,64500.0,66500.0,492350,VND
2018-05-08,66100.0,68800.0,66100.0,68200.0,643400,VND
2018-05-09,68800.0,69200.0,66800.0,67700.0,615370,VND
2018-05-10,68000.0,68000.0,64000.0,64000.0,552890,VND
2018-05-11,64000.0,64900.0,62000.0,64000.0,672780,VND
2018-05-14,65400.0,66100.0,64100.0,66000.0,408200,VND
2018-05-15,66000.0,70600.0,66000.0,70600.0,1275590,VND
2018-05-16,71000.0,71000.0,68500.0,69000.0,728550,VND
2018-05-17,68600.0,69300.0,68000.0,68000.0,852580,VND
2018-05-18,67200.0,69000.0,65000.0,69000.0,825630,VND
2018-05-21,69100.0,69100.0,66000.0,66000.0,542820,VND
2018-05-22,64500.0,66000.0,61400.0,62000.0,955310,VND
2018-05-23,61000.0,63300.0,60200.0,63300.0,614660,VND
2018-05-24,63600.0,64500.0,62000.0,63000.0,382870,VND
2018-05-25,63000.0,63500.0,59500.0,59500.0,618290,VND
2018-05-28,59000.0,59000.0,56000.0,56000.0,976740,VND
2018-05-29,57000.0,59900.0,56400.0,59900.0,678390,VND
2018-05-30,59500.0,60500.0,58500.0,58500.0,490400,VND
2018-05-31,58000.0,62500.0,58000.0,62000.0,849930,VND
2018-06-01,62900.0,63000.0,60900.0,62500.0,686660,VND
2018-06-04,62500.0,63500.0,61600.0,62800.0,386910,VND
2018-06-05,62800.0,66500.0,62800.0,65600.0,765440,VND
2018-06-06,66000.0,67500.0,64800.0,67200.0,547500,VND
2018-06-07,67000.0,67400.0,66000.0,66900.0,637220,VND
2018-06-08,66800.0,68500.0,65800.0,68200.0,781580,VND
2018-06-11,66500.0,68400.0,66200.0,66300.0,584970,VND
2018-06-12,61924.0,62877.0,59257.0,61734.0,927160,VND
2018-06-13,61829.0,63830.0,61448.0,63830.0,496570,VND
2018-06-14,63830.0,65068.0,63544.0,63544.0,594110,VND
2018-06-15,63258.0,64115.0,62591.0,64115.0,476310,VND
2018-06-18,63639.0,64020.0,61448.0,61448.0,517670,VND
2018-06-19,60495.0,60972.0,57161.0,59543.0,1282720,VND
2018-06-20,59924.0,60876.0,58590.0,60876.0,305680,VND
2018-06-21,60781.0,60781.0,59543.0,59638.0,259740,VND
2018-06-22,59543.0,60400.0,58971.0,60400.0,308340,VND
2018-06-25,62800.0,62800.0,61500.0,61600.0,383240,VND
2018-06-26,61100.0,61100.0,60000.0,60600.0,221360,VND
2018-06-27,61000.0,62000.0,59800.0,59800.0,331450,VND
2018-06-28,59500.0,59800.0,58000.0,59000.0,410520,VND
2018-06-29,59000.0,59900.0,58500.0,58500.0,149200,VND
2018-07-02,58400.0,58700.0,55900.0,58500.0,488920,VND
2018-07-03,58500.0,58500.0,55000.0,55100.0,446650,VND
2018-07-04,56200.0,56500.0,54200.0,55600.0,319770,VND
2018-07-05,56000.0,56000.0,52800.0,52800.0,498150,VND
2018-07-06,53000.0,56100.0,51800.0,54400.0,683880,VND
2018-07-09,55500.0,56900.0,55000.0,55000.0,358880,VND
2018-07-10,55000.0,56500.0,55000.0,55000.0,301320,VND
2018-07-11,52500.0,54000.0,52100.0,54000.0,406410,VND
2018-07-12,52800.0,54700.0,52800.0,53500.0,139300,VND
2018-07-13,54000.0,54800.0,53800.0,54000.0,266960,VND
2018-07-16,54000.0,55000.0,53500.0,54400.0,227950,VND
2018-07-17,53900.0,54900.0,53000.0,54000.0,308540,VND
2018-07-18,54800.0,57000.0,54600.0,57000.0,771000,VND
2018-07-19,57500.0,58200.0,56800.0,57600.0,408530,VND
2018-07-20,56600.0,57400.0,56100.0,56100.0,480790,VND
2018-07-23,56500.0,58600.0,56000.0,57200.0,628000,VND
2018-07-24,57000.0,57800.0,56300.0,57000.0,376550,VND
2018-07-25,57400.0,58000.0,56900.0,56900.0,436720,VND
2018-07-26,56800.0,56800.0,55700.0,56000.0,407460,VND
2018-07-27,56000.0,57300.0,56000.0,56700.0,287950,VND
2018-07-30,57400.0,58000.0,57100.0,58000.0,668090,VND
2018-07-31,58000.0,61900.0,57700.0,60500.0,1559950,VND
2018-08-01,61000.0,62600.0,60600.0,61300.0,747160,VND
2018-08-02,61500.0,61800.0,60700.0,61700.0,951560,VND
2018-08-03,62000.0,64000.0,62000.0,62600.0,1312750,VND
2018-08-06,62600.0,64400.0,61800.0,63900.0,701070,VND
2018-08-07,63900.0,64000.0,62400.0,62600.0,763020,VND
2018-08-08,63200.0,63800.0,62600.0,63000.0,560540,VND
2018-08-09,63900.0,64300.0,62000.0,62900.0,848730,VND
2018-08-10,62900.0,63900.0,62100.0,63900.0,665110,VND
2018-08-13,63900.0,66500.0,63000.0,66500.0,1369790,VND
2018-08-14,66100.0,66200.0,65100.0,65600.0,628640,VND
2018-08-15,65600.0,65700.0,62700.0,62800.0,733050,VND
2018-08-16,61600.0,65000.0,61000.0,64600.0,1441710,VND
2018-08-17,64900.0,65200.0,64000.0,64200.0,530720,VND
2018-08-20,64000.0,66500.0,64000.0,65500.0,1133600,VND
2018-08-21,65200.0,66400.0,64800.0,65800.0,753180,VND
2018-08-22,66500.0,67000.0,65500.0,65600.0,681810,VND
2018-08-23,66100.0,66600.0,65400.0,65900.0,535200,VND
2018-08-24,65500.0,68300.0,65500.0,68000.0,2117990,VND
2018-08-27,68000.0,69300.0,68000.0,68800.0,893630,VND
2018-08-28,68800.0,69400.0,68100.0,69000.0,859970,VND
2018-08-29,69000.0,69000.0,67000.0,67300.0,1403870,VND
2018-08-30,67500.0,68800.0,66700.0,68800.0,971010,VND
2018-08-31,69000.0,69700.0,67800.0,67800.0,465030,VND
2018-09-04,67800.0,68800.0,67200.0,67400.0,735330,VND
2018-09-05,67100.0,67900.0,66300.0,67000.0,1307880,VND
2018-09-06,66800.0,67600.0,66600.0,67100.0,924700,VND
2018-09-07,66900.0,67900.0,66800.0,67800.0,592540,VND
2018-09-10,67800.0,70300.0,67800.0,69500.0,1877740,VND
2018-09-11,69500.0,70300.0,69200.0,70000.0,734210,VND
2018-09-12,71000.0,71900.0,70300.0,71000.0,1294740,VND
2018-09-13,70800.0,71900.0,69500.0,69800.0,1349440,VND
2018-09-14,69400.0,70700.0,68900.0,70600.0,1147060,VND
2018-09-17,70000.0,71900.0,69600.0,71200.0,871820,VND
2018-09-18,70500.0,71500.0,70100.0,71400.0,613920,VND
2018-09-19,72000.0,72300.0,70700.0,70700.0,887800,VND
2018-09-20,71100.0,71400.0,70600.0,71300.0,701700,VND
2018-09-21,71600.0,71700.0,70500.0,70800.0,1786260,VND
2018-09-24,71300.0,73100.0,71000.0,73000.0,1223920,VND
2018-09-25,73300.0,73900.0,72900.0,73100.0,842810,VND
2018-09-26,73100.0,73100.0,72000.0,72000.0,1070320,VND
2018-09-27,72000.0,72500.0,71500.0,72100.0,786580,VND
2018-09-28,72000.0,72700.0,71000.0,71000.0,798310,VND
2018-10-01,71000.0,72600.0,70900.0,71600.0,905790,VND
2018-10-02,72100.0,72400.0,70500.0,71000.0,640350,VND
2018-10-03,71000.0,71100.0,70500.0,70700.0,461970,VND
2018-10-04,71700.0,71700.0,70700.0,71500.0,501260,VND
2018-10-05,71000.0,71400.0,69000.0,69000.0,761890,VND
2018-10-08,68800.0,69000.0,66500.0,66800.0,1448090,VND
2018-10-09,67500.0,67700.0,67000.0,67100.0,547390,VND
2018-10-10,67700.0,67700.0,66800.0,67000.0,431240,VND
2018-10-11,62500.0,65000.0,62400.0,62900.0,1631410,VND
2018-10-12,62000.0,64400.0,62000.0,64200.0,808250,VND
2018-10-15,64400.0,64400.0,62000.0,62700.0,556180,VND
2018-10-16,62700.0,63800.0,62500.0,63400.0,392600,VND
2018-10-17,64500.0,64900.0,63100.0,63400.0,832180,VND
2018-10-18,63400.0,63500.0,62100.0,63000.0,208850,VND
2018-10-19,62100.0,62400.0,60800.0,62000.0,480870,VND
2018-10-22,62000.0,62800.0,60400.0,60400.0,458870,VND
2018-10-23,60500.0,60500.0,56900.0,58000.0,753750,VND
2018-10-24,57400.0,58500.0,55800.0,55800.0,669070,VND
2018-10-25,53400.0,57300.0,53400.0,57300.0,1015970,VND
2018-10-26,58900.0,58900.0,57700.0,57700.0,746900,VND
2018-10-29,57000.0,57700.0,56400.0,57000.0,368560,VND
2018-10-30,56000.0,58400.0,55900.0,57200.0,521300,VND
2018-10-31,57700.0,59700.0,57700.0,59500.0,758610,VND
2018-11-01,59300.0,60000.0,58000.0,58100.0,420040,VND
2018-11-02,58500.0,60800.0,58400.0,60100.0,653960,VND
2018-11-05,59500.0,61400.0,59100.0,61000.0,515190,VND
2018-11-06,61500.0,61700.0,60300.0,60300.0,542890,VND
2018-11-07,60300.0,60500.0,58700.0,59500.0,681890,VND
2018-11-08,60000.0,60300.0,59400.0,59400.0,363900,VND
2018-11-09,59500.0,59600.0,57000.0,57000.0,630020,VND
2018-11-12,56600.0,57900.0,55700.0,57800.0,410770,VND
2018-11-13,56500.0,57300.0,56400.0,56500.0,333320,VND
2018-11-14,56100.0,57000.0,54800.0,55000.0,787180,VND
2018-11-15,56000.0,56100.0,54800.0,55000.0,481290,VND
2018-11-16,56000.0,56800.0,55500.0,56400.0,412310,VND
2018-11-19,57200.0,59000.0,57100.0,59000.0,461690,VND
2018-11-20,58200.0,59000.0,58000.0,58500.0,374070,VND
2018-11-21,57000.0,58200.0,57000.0,58000.0,341850,VND
2018-11-22,58700.0,58700.0,57700.0,58000.0,280490,VND
2018-11-23,58000.0,59400.0,57600.0,58200.0,482860,VND
2018-11-26,58100.0,58100.0,57500.0,58100.0,188040,VND
2018-11-27,58200.0,58800.0,57600.0,58100.0,262840,VND
2018-11-28,58000.0,58400.0,57600.0,58300.0,214830,VND
2018-11-29,58900.0,58900.0,57400.0,57400.0,318590,VND
2018-11-30,57400.0,58000.0,57200.0,58000.0,210900,VND
2018-12-03,59200.0,61200.0,58600.0,61000.0,992630,VND
2018-12-04,61000.0,61700.0,60300.0,60700.0,603600,VND
2018-12-05,60200.0,61900.0,59700.0,60800.0,853640,VND
2018-12-06,61000.0,61400.0,59900.0,60500.0,496010,VND
2018-12-07,60500.0,61300.0,60500.0,61100.0,379550,VND
2018-12-10,61300.0,61800.0,61000.0,61400.0,508290,VND
2018-12-11,61300.0,61500.0,60600.0,60900.0,279840,VND
2018-12-12,61400.0,61400.0,60800.0,61200.0,314290,VND
2018-12-13,61300.0,61900.0,61000.0,61000.0,402150,VND
2018-12-14,61000.0,61600.0,59900.0,60000.0,643270,VND
2018-12-17,59800.0,59900.0,57000.0,57000.0,612200,VND
2018-12-18,56900.0,57500.0,56200.0,56800.0,766910,VND
2018-12-19,56300.0,56800.0,55500.0,55800.0,749450,VND
2018-12-20,55500.0,56500.0,55500.0,55900.0,303240,VND
